Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Win Method,Event Name,Event Location,Event Date
"Sijara Eubanks","0","14","1","0","Women'sFlyweight","Lost","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Charles Jourdain","0","137","0","0","Featherweight","U-DEC","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Andre Ewell","0","56","1","0","Featherweight","Lost","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Raquel Pennington","0","45","0","1","Women'sFeatherweight","SUBGuillotineChoke","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Macy Chiasson","0","26","1","0","Women'sFeatherweight","Lost","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Don'Tale Mayes","0","25","6","0","Heavyweight","KO/TKOElbows","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Josh Parisian","0","10","0","0","Heavyweight","Lost","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Jordan Leavitt","0","9","1","3","Lightweight","SUBInvertedTriangle","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Matt Sayles","0","13","1","1","Lightweight","Lost","UFC Fight Night: Lewis vs. Daukaus","Las Vegas, Nevada, USA","December 18, 2021"
"Charles Oliveira","0","73","0","3","Lightweight","SUBRearNakedChoke","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Dustin Poirier","1","58","0","0","Lightweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Julianna Pena","0","79","1","1","Women'sBantamweight","SUBRearNakedChoke","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Amanda Nunes","0","46","1","0","Women'sBantamweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Geoff Neal","0","85","0","0","Welterweight","S-DEC","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Santiago Ponzinibbio","0","91","1","0","Welterweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Kai Kara-France","2","23","0","0","Flyweight","KO/TKOPunches","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Cody Garbrandt","0","9","0","0","Flyweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Sean O'Malley","1","39","0","0","Bantamweight","KO/TKOPunches","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Raulian Paiva","0","11","0","0","Bantamweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Josh Emmett","1","60","0","0","Featherweight","U-DEC","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Dan Ige","0","70","1","0","Featherweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Dominick Cruz","0","103","1","0","Bantamweight","U-DEC","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Pedro Munhoz","1","74","0","0","Bantamweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Tai Tuivasa","1","34","0","0","Heavyweight","KO/TKOPunches","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Augusto Sakai","0","21","0","0","Heavyweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Bruno Silva","1","19","0","0","Middleweight","KO/TKOPunches","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Jordan Wright","0","20","0","0","Middleweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Andre Muniz","0","8","2","2","Middleweight","SUBArmbar","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Eryk Anders","0","3","0","0","Middleweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Erin Blanchfield","0","46","7","1","Women'sFlyweight","U-DEC","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Miranda Maverick","0","21","0","0","Women'sFlyweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Ryan Hall","0","40","0","7","Featherweight","U-DEC","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Darrick Minner","0","26","1","0","Featherweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Tony Kelley","0","82","0","0","Bantamweight","KO/TKOElbows","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Randy Costa","0","31","0","0","Bantamweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Gillian Robertson","0","32","1","1","Women'sFlyweight","SUBRearNakedChoke","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Priscila Cachoeira","0","20","0","0","Women'sFlyweight","Lost","UFC 269: Oliveira vs. Poirier","Las Vegas, Nevada, USA","December 11, 2021"
"Jose Aldo","2","86","0","1","Bantamweight","U-DEC","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Rob Font","0","149","1","0","Bantamweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Rafael Fiziev","0","66","0","0","Lightweight","KO/TKOKick","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Brad Riddell","0","59","1","0","Lightweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Jamahal Hill","1","4","0","0","LightHeavyweight","KO/TKOPunch","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Jimmy Crute","0","6","0","0","LightHeavyweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Clay Guida","0","18","2","1","Lightweight","SUBRearNakedChoke","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Leonardo Santos","1","41","0","0","Lightweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Chris Curtis","1","61","0","0","Middleweight","KO/TKOKnees","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Brendan Allen","0","43","0","1","Middleweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Alex Morono","1","90","0","0","Welterweight","U-DEC","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Mickey Gall","0","65","0","0","Welterweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Dusko Todorovic","0","30","1","0","Middleweight","KO/TKOPunches","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Maki Pitolo","0","13","0","1","Middleweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Manel Kape","2","53","0","0","Flyweight","KO/TKOPunches","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Zhalgas Zhumagulov","0","31","0","0","Flyweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Bryan Barberena","0","108","0","0","Welterweight","U-DEC","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Darian Weeks","0","118","4","0","Welterweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Cheyanne Vlismas","0","134","0","0","Women'sStrawweight","U-DEC","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Mallory Martin","0","80","0","0","Women'sStrawweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"William Knight","1","55","1","0","LightHeavyweight","U-DEC","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Alonzo Menifield","0","44","0","0","LightHeavyweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Claudio Puelles","0","43","1","1","Lightweight","SUBKneebar","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Chris Gruetzemacher","0","38","1","0","Lightweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Vince Morales","1","27","0","0","Bantamweight","KO/TKOPunch","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Louis Smolka","0","23","0","0","Bantamweight","Lost","UFC Fight Night: Font vs. Aldo","Las Vegas, Nevada, USA","December 04, 2021"
"Ketlen Vieira","0","113","0","0","Women'sBantamweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Miesha Tate","0","122","1","0","Women'sBantamweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Sean Brady","0","18","5","0","Welterweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Michael Chiesa","0","29","1","0","Welterweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Taila Santos","2","30","0","2","Women'sFlyweight","SUBRearNakedChoke","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Joanne Wood","0","27","0","0","Women'sFlyweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Rani Yahya","0","27","3","1","Bantamweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Ho Kang","1","43","0","0","Bantamweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Adrian Yanez","0","100","0","0","Bantamweight","S-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Davey Grant","0","98","0","0","Bantamweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Pat Sabatini","0","16","5","3","Featherweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Tucker Lutz","0","17","1","0","Featherweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Rafa Garcia","0","35","7","0","Lightweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Natan Levy","0","47","3","0","Lightweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Loopy Godinez","0","23","5","1","Women'sStrawweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Loma Lookboonmee","0","15","1","0","Women'sStrawweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Cody Durden","0","60","5","0","Flyweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Durden Aoriqileng","0","65","1","0","Flyweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Shayilan Nuerdanbieke","0","17","4","0","Featherweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Sean Soriano","0","35","2","0","Featherweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Luana Pinheiro","1","60","2","1","Women'sStrawweight","U-DEC","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Sam Hughes","0","53","0","0","Women'sStrawweight","Lost","UFC Fight Night: Vieira vs. Tate","Las Vegas, Nevada, USA","November 20, 2021"
"Max Holloway","0","230","3","1","Featherweight","U-DEC","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Yair Rodriguez","0","159","1","0","Featherweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Marcos Rogerio","0","14","0","0","Heavyweight","KO/TKOPunches","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Ben Rothwell","0","2","0","0","Heavyweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Felicia Spencer","0","56","4","0","Women'sFeatherweight","KO/TKOElbows","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Leah Letson","0","17","1","0","Women'sFeatherweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Khaos Williams","1","49","0","0","Welterweight","KO/TKOPunch","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Miguel Baeza","0","31","0","5","Welterweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Song Yadong","1","30","0","0","Bantamweight","KO/TKOPunches","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Julio Arce","0","13","0","0","Bantamweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Joel Alvarez","0","44","0","0","Lightweight","KO/TKOElbows","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Thiago Moises","0","11","0","0","Lightweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Andrea Lee","0","84","0","0","Women'sFlyweight","KO/TKO","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Cynthia Calvillo","0","47","1","0","Women'sFlyweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Sean Woodson","1","50","0","0","Featherweight","KO/TKOPunches","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Collin Anglin","0","8","0","0","Featherweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Cortney Casey","0","89","0","0","Women'sFlyweight","U-DEC","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Liana Jojua","0","34","2","0","Women'sFlyweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Rafael Alves","0","6","0","1","Lightweight","SUBGuillotineChoke","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Marc Diakiese","0","3","0","0","Lightweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Da Woon","1","16","0","0","LightHeavyweight","KO/TKOElbows","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Kennedy Nzechukwu","0","6","0","0","LightHeavyweight","Lost","UFC Fight Night: Holloway vs. Rodriguez","Las Vegas, Nevada, USA","November 13, 2021"
"Kamaru Usman","2","123","1","0","Welterweight","U-DEC","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Colby Covington","0","107","0","0","Welterweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Rose Namajunas","0","86","2","0","Women'sStrawweight","S-DEC","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Zhang Weili","0","83","5","0","Women'sStrawweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Marlon Vera","1","88","0","1","Bantamweight","KO/TKOKick","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Frankie Edgar","0","94","3","0","Bantamweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Shane Burgos","0","193","0","0","Featherweight","U-DEC","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Billy Quarantillo","0","164","0","0","Featherweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Justin Gaethje","1","116","0","0","Lightweight","U-DEC","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Michael Chandler","0","103","1","0","Lightweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Alex Pereira","1","11","0","0","Middleweight","KO/TKOFlyingKnee","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Andreas Michailidis","0","3","2","0","Middleweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Bobby Green","1","28","0","0","Lightweight","KO/TKOPunches","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Al Iaquinta","0","10","0","0","Lightweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Chris Curtis","1","21","0","0","Middleweight","KO/TKOPunch","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Phil Hawes","0","48","0","0","Middleweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Nassourdine Imavov","0","42","0","4","Middleweight","KO/TKOElbows","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Edmen Shahbazyan","0","22","1","0","Middleweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Ian Garry","1","18","0","0","Welterweight","KO/TKOPunch","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Jordan Williams","0","22","0","0","Welterweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Chris Barnett","1","38","0","0","Heavyweight","KO/TKOKick","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Gian Villante","0","30","0","0","Heavyweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Dustin Jacoby","0","153","0","0","LightHeavyweight","U-DEC","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"John Allan","0","77","0","0","LightHeavyweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Melsik Baghdasaryan","0","75","0","0","Featherweight","U-DEC","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Bruno Souza","0","46","0","0","Featherweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"Ode Osbourne","0","79","1","0","Flyweight","U-DEC","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
"CJ Vergara","0","93","0","0","Flyweight","Lost","UFC 268: Usman vs. Covington 2","New York City, New York, USA","November 06, 2021"
